slice_id,alignment_id,alignment_label,alignment_status,source_name,dataset_name,feature_id,feature_group,channel,context_member_ids_json,value_type,numeric_value,text_value,json_value,provenance_bundle_id,source_row_index,source_entity_id,source_entity_label
alignment:gria1|opentargets|opentargets.datatype.clinical|observed|2,alignment:gria1,GRIA1,id_consistent,opentargets,glutamatergic_baseline,opentargets.datatype.clinical,datatype_score,observed,"[""channel:observed"", ""source:opentargets"", ""dataset:glutamatergic-baseline"", ""disease:mondo-0005090"", ""datatype:clinical"", ""alignment_status:id-consistent""]",number,0.18021371940088668,,,opentargets:glutamatergic-baseline,2,ENSG00000155511,GRIA1
alignment:gria1|opentargets|opentargets.datatype.clinical|uncertainty|2,alignment:gria1,GRIA1,id_consistent,opentargets,glutamatergic_baseline,opentargets.datatype.clinical,datatype_score,uncertainty,"[""channel:uncertainty"", ""source:opentargets"", ""dataset:glutamatergic-baseline"", ""disease:mondo-0005090"", ""datatype:clinical"", ""alignment_status:id-consistent"", ""uncertainty_level:medium""]",number,0.5,medium,"{""reason"": ""single_source_alignment"", ""related_channel"": ""observed""}",opentargets:glutamatergic-baseline,2,ENSG00000155511,GRIA1
alignment:gria1|opentargets|opentargets.datatype.genetic-association|observed|2,alignment:gria1,GRIA1,id_consistent,opentargets,glutamatergic_baseline,opentargets.datatype.genetic-association,datatype_score,observed,"[""channel:observed"", ""source:opentargets"", ""dataset:glutamatergic-baseline"", ""disease:mondo-0005090"", ""datatype:genetic-association"", ""alignment_status:id-consistent""]",number,0.6556909542615412,,,opentargets:glutamatergic-baseline,2,ENSG00000155511,GRIA1
alignment:gria1|opentargets|opentargets.datatype.genetic-association|uncertainty|2,alignment:gria1,GRIA1,id_consistent,opentargets,glutamatergic_baseline,opentargets.datatype.genetic-association,datatype_score,uncertainty,"[""channel:uncertainty"", ""source:opentargets"", ""dataset:glutamatergic-baseline"", ""disease:mondo-0005090"", ""datatype:genetic-association"", ""alignment_status:id-consistent"", ""uncertainty_level:medium""]",number,0.5,medium,"{""reason"": ""single_source_alignment"", ""related_channel"": ""observed""}",opentargets:glutamatergic-baseline,2,ENSG00000155511,GRIA1
alignment:gria1|opentargets|opentargets.generic_platform_baseline|observed|2,alignment:gria1,GRIA1,id_consistent,opentargets,glutamatergic_baseline,opentargets.generic_platform_baseline,association_score,observed,"[""channel:observed"", ""source:opentargets"", ""dataset:glutamatergic-baseline"", ""disease:mondo-0005090"", ""alignment_status:id-consistent""]",number,0.438360252724,,,opentargets:glutamatergic-baseline,2,ENSG00000155511,GRIA1
alignment:gria1|opentargets|opentargets.generic_platform_baseline|uncertainty|2,alignment:gria1,GRIA1,id_consistent,opentargets,glutamatergic_baseline,opentargets.generic_platform_baseline,association_score,uncertainty,"[""channel:uncertainty"", ""source:opentargets"", ""dataset:glutamatergic-baseline"", ""disease:mondo-0005090"", ""alignment_status:id-consistent"", ""uncertainty_level:medium""]",number,0.5,medium,"{""reason"": ""single_source_alignment"", ""related_channel"": ""observed""}",opentargets:glutamatergic-baseline,2,ENSG00000155511,GRIA1
alignment:gria1|pgc|pgc.common_variant_support|missingness|absent,alignment:gria1,GRIA1,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.common_variant_support,association_score,missingness,"[""channel:missingness"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent"", ""missingness_kind:source-absent""]",string,,source_absent,"{""expected_source"": ""pgc"", ""reason"": ""source_absent""}",pgc:glutamatergic-prioritized-genes,,,
alignment:gria1|pgc|pgc.common_variant_support|uncertainty|absent,alignment:gria1,GRIA1,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.common_variant_support,association_score,uncertainty,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent"", ""uncertainty_level:high""]",number,0.8,high,"{""missingness_kind"": ""source_absent"", ""reason"": ""source_absent_for_alignment"", ""related_channel"": ""missingness""}",pgc:glutamatergic-prioritized-genes,,,
alignment:gria1|pgc|pgc.criterion.finemap-priority-gene|missingness|absent,alignment:gria1,GRIA1,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.criterion.finemap-priority-gene,prioritization_criterion,missingness,"[""channel:missingness"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:finemap-priority-gene"", ""alignment_status:id-consistent"", ""missingness_kind:source-absent""]",string,,source_absent,"{""expected_source"": ""pgc"", ""reason"": ""source_absent""}",pgc:glutamatergic-prioritized-genes,,,
alignment:gria1|pgc|pgc.criterion.finemap-priority-gene|uncertainty|absent,alignment:gria1,GRIA1,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.criterion.finemap-priority-gene,prioritization_criterion,uncertainty,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:finemap-priority-gene"", ""alignment_status:id-consistent"", ""uncertainty_level:high""]",number,0.8,high,"{""missingness_kind"": ""source_absent"", ""reason"": ""source_absent_for_alignment"", ""related_channel"": ""missingness""}",pgc:glutamatergic-prioritized-genes,,,
alignment:gria1|pgc|pgc.criterion.sig-adultfusion|missingness|absent,alignment:gria1,GRIA1,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.criterion.sig-adultfusion,prioritization_criterion,missingness,"[""channel:missingness"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:sig-adultfusion"", ""alignment_status:id-consistent"", ""missingness_kind:source-absent""]",string,,source_absent,"{""expected_source"": ""pgc"", ""reason"": ""source_absent""}",pgc:glutamatergic-prioritized-genes,,,
alignment:gria1|pgc|pgc.criterion.sig-adultfusion|uncertainty|absent,alignment:gria1,GRIA1,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.criterion.sig-adultfusion,prioritization_criterion,uncertainty,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:sig-adultfusion"", ""alignment_status:id-consistent"", ""uncertainty_level:high""]",number,0.8,high,"{""missingness_kind"": ""source_absent"", ""reason"": ""source_absent_for_alignment"", ""related_channel"": ""missingness""}",pgc:glutamatergic-prioritized-genes,,,
alignment:gria1|pgc|pgc.criterion.smr-priority-gene|missingness|absent,alignment:gria1,GRIA1,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.criterion.smr-priority-gene,prioritization_criterion,missingness,"[""channel:missingness"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:smr-priority-gene"", ""alignment_status:id-consistent"", ""missingness_kind:source-absent""]",string,,source_absent,"{""expected_source"": ""pgc"", ""reason"": ""source_absent""}",pgc:glutamatergic-prioritized-genes,,,
alignment:gria1|pgc|pgc.criterion.smr-priority-gene|uncertainty|absent,alignment:gria1,GRIA1,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.criterion.smr-priority-gene,prioritization_criterion,uncertainty,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:smr-priority-gene"", ""alignment_status:id-consistent"", ""uncertainty_level:high""]",number,0.8,high,"{""missingness_kind"": ""source_absent"", ""reason"": ""source_absent_for_alignment"", ""related_channel"": ""missingness""}",pgc:glutamatergic-prioritized-genes,,,
alignment:gria1|pgc|pgc.criterion.smrpsych|missingness|absent,alignment:gria1,GRIA1,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.criterion.smrpsych,prioritization_criterion,missingness,"[""channel:missingness"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:smrpsych"", ""alignment_status:id-consistent"", ""missingness_kind:source-absent""]",string,,source_absent,"{""expected_source"": ""pgc"", ""reason"": ""source_absent""}",pgc:glutamatergic-prioritized-genes,,,
alignment:gria1|pgc|pgc.criterion.smrpsych|uncertainty|absent,alignment:gria1,GRIA1,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.criterion.smrpsych,prioritization_criterion,uncertainty,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:smrpsych"", ""alignment_status:id-consistent"", ""uncertainty_level:high""]",number,0.8,high,"{""missingness_kind"": ""source_absent"", ""reason"": ""source_absent_for_alignment"", ""related_channel"": ""missingness""}",pgc:glutamatergic-prioritized-genes,,,
alignment:gria1|pgc|pgc.prioritised|missingness|absent,alignment:gria1,GRIA1,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.prioritised,prioritization_summary,missingness,"[""channel:missingness"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent"", ""missingness_kind:source-absent""]",string,,source_absent,"{""expected_source"": ""pgc"", ""reason"": ""source_absent""}",pgc:glutamatergic-prioritized-genes,,,
alignment:gria1|pgc|pgc.prioritised|uncertainty|absent,alignment:gria1,GRIA1,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.prioritised,prioritization_summary,uncertainty,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent"", ""uncertainty_level:high""]",number,0.8,high,"{""missingness_kind"": ""source_absent"", ""reason"": ""source_absent_for_alignment"", ""related_channel"": ""missingness""}",pgc:glutamatergic-prioritized-genes,,,
alignment:gria1|pgc|pgc.priority_index_snp_count|missingness|absent,alignment:gria1,GRIA1,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.priority_index_snp_count,index_snp_summary,missingness,"[""channel:missingness"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent"", ""missingness_kind:source-absent""]",string,,source_absent,"{""expected_source"": ""pgc"", ""reason"": ""source_absent""}",pgc:glutamatergic-prioritized-genes,,,
alignment:gria1|pgc|pgc.priority_index_snp_count|uncertainty|absent,alignment:gria1,GRIA1,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.priority_index_snp_count,index_snp_summary,uncertainty,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent"", ""uncertainty_level:high""]",number,0.8,high,"{""missingness_kind"": ""source_absent"", ""reason"": ""source_absent_for_alignment"", ""related_channel"": ""missingness""}",pgc:glutamatergic-prioritized-genes,,,
alignment:gria1|pgc|pgc.priority_index_snps|missingness|absent,alignment:gria1,GRIA1,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.priority_index_snps,index_snp_summary,missingness,"[""channel:missingness"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent"", ""missingness_kind:source-absent""]",string,,source_absent,"{""expected_source"": ""pgc"", ""reason"": ""source_absent""}",pgc:glutamatergic-prioritized-genes,,,
alignment:gria1|pgc|pgc.priority_index_snps|uncertainty|absent,alignment:gria1,GRIA1,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.priority_index_snps,index_snp_summary,uncertainty,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent"", ""uncertainty_level:high""]",number,0.8,high,"{""missingness_kind"": ""source_absent"", ""reason"": ""source_absent_for_alignment"", ""related_channel"": ""missingness""}",pgc:glutamatergic-prioritized-genes,,,
alignment:grin2a|opentargets|opentargets.datatype.clinical|observed|1,alignment:grin2a,GRIN2A,id_consistent,opentargets,glutamatergic_baseline,opentargets.datatype.clinical,datatype_score,observed,"[""channel:observed"", ""source:opentargets"", ""dataset:glutamatergic-baseline"", ""disease:mondo-0005090"", ""datatype:clinical"", ""alignment_status:id-consistent""]",number,0.6344623605437137,,,opentargets:glutamatergic-baseline,1,ENSG00000183454,GRIN2A
alignment:grin2a|opentargets|opentargets.datatype.clinical|uncertainty|1,alignment:grin2a,GRIN2A,id_consistent,opentargets,glutamatergic_baseline,opentargets.datatype.clinical,datatype_score,uncertainty,"[""channel:uncertainty"", ""source:opentargets"", ""dataset:glutamatergic-baseline"", ""disease:mondo-0005090"", ""datatype:clinical"", ""alignment_status:id-consistent"", ""uncertainty_level:low""]",number,0.2,low,"{""reason"": ""cross_source_entity_id_consistent"", ""related_channel"": ""observed""}",opentargets:glutamatergic-baseline,1,ENSG00000183454,GRIN2A
alignment:grin2a|opentargets|opentargets.datatype.genetic-association|observed|1,alignment:grin2a,GRIN2A,id_consistent,opentargets,glutamatergic_baseline,opentargets.datatype.genetic-association,datatype_score,observed,"[""channel:observed"", ""source:opentargets"", ""dataset:glutamatergic-baseline"", ""disease:mondo-0005090"", ""datatype:genetic-association"", ""alignment_status:id-consistent""]",number,0.6936562883163389,,,opentargets:glutamatergic-baseline,1,ENSG00000183454,GRIN2A
alignment:grin2a|opentargets|opentargets.datatype.genetic-association|uncertainty|1,alignment:grin2a,GRIN2A,id_consistent,opentargets,glutamatergic_baseline,opentargets.datatype.genetic-association,datatype_score,uncertainty,"[""channel:uncertainty"", ""source:opentargets"", ""dataset:glutamatergic-baseline"", ""disease:mondo-0005090"", ""datatype:genetic-association"", ""alignment_status:id-consistent"", ""uncertainty_level:low""]",number,0.2,low,"{""reason"": ""cross_source_entity_id_consistent"", ""related_channel"": ""observed""}",opentargets:glutamatergic-baseline,1,ENSG00000183454,GRIN2A
alignment:grin2a|opentargets|opentargets.generic_platform_baseline|observed|1,alignment:grin2a,GRIN2A,id_consistent,opentargets,glutamatergic_baseline,opentargets.generic_platform_baseline,association_score,observed,"[""channel:observed"", ""source:opentargets"", ""dataset:glutamatergic-baseline"", ""disease:mondo-0005090"", ""alignment_status:id-consistent""]",number,0.614054094449,,,opentargets:glutamatergic-baseline,1,ENSG00000183454,GRIN2A
alignment:grin2a|opentargets|opentargets.generic_platform_baseline|uncertainty|1,alignment:grin2a,GRIN2A,id_consistent,opentargets,glutamatergic_baseline,opentargets.generic_platform_baseline,association_score,uncertainty,"[""channel:uncertainty"", ""source:opentargets"", ""dataset:glutamatergic-baseline"", ""disease:mondo-0005090"", ""alignment_status:id-consistent"", ""uncertainty_level:low""]",number,0.2,low,"{""reason"": ""cross_source_entity_id_consistent"", ""related_channel"": ""observed""}",opentargets:glutamatergic-baseline,1,ENSG00000183454,GRIN2A
alignment:grin2a|pgc|pgc.common_variant_support|observed|1,alignment:grin2a,GRIN2A,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.common_variant_support,association_score,observed,"[""channel:observed"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent""]",number,0.25,,,pgc:glutamatergic-prioritized-genes,1,ENSG00000183454,GRIN2A
alignment:grin2a|pgc|pgc.common_variant_support|uncertainty|1,alignment:grin2a,GRIN2A,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.common_variant_support,association_score,uncertainty,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent"", ""uncertainty_level:low""]",number,0.2,low,"{""reason"": ""cross_source_entity_id_consistent"", ""related_channel"": ""observed""}",pgc:glutamatergic-prioritized-genes,1,ENSG00000183454,GRIN2A
alignment:grin2a|pgc|pgc.criterion.finemap-priority-gene|observed|1,alignment:grin2a,GRIN2A,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.criterion.finemap-priority-gene,prioritization_criterion,observed,"[""channel:observed"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:finemap-priority-gene"", ""alignment_status:id-consistent""]",boolean,1,true,,pgc:glutamatergic-prioritized-genes,1,ENSG00000183454,GRIN2A
alignment:grin2a|pgc|pgc.criterion.finemap-priority-gene|uncertainty|1,alignment:grin2a,GRIN2A,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.criterion.finemap-priority-gene,prioritization_criterion,uncertainty,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:finemap-priority-gene"", ""alignment_status:id-consistent"", ""uncertainty_level:low""]",number,0.2,low,"{""reason"": ""cross_source_entity_id_consistent"", ""related_channel"": ""observed""}",pgc:glutamatergic-prioritized-genes,1,ENSG00000183454,GRIN2A
alignment:grin2a|pgc|pgc.criterion.sig-adultfusion|observed|1,alignment:grin2a,GRIN2A,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.criterion.sig-adultfusion,prioritization_criterion,observed,"[""channel:observed"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:sig-adultfusion"", ""alignment_status:id-consistent""]",boolean,1,true,,pgc:glutamatergic-prioritized-genes,1,ENSG00000183454,GRIN2A
alignment:grin2a|pgc|pgc.criterion.sig-adultfusion|uncertainty|1,alignment:grin2a,GRIN2A,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.criterion.sig-adultfusion,prioritization_criterion,uncertainty,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:sig-adultfusion"", ""alignment_status:id-consistent"", ""uncertainty_level:low""]",number,0.2,low,"{""reason"": ""cross_source_entity_id_consistent"", ""related_channel"": ""observed""}",pgc:glutamatergic-prioritized-genes,1,ENSG00000183454,GRIN2A
alignment:grin2a|pgc|pgc.criterion.smr-priority-gene|observed|1,alignment:grin2a,GRIN2A,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.criterion.smr-priority-gene,prioritization_criterion,observed,"[""channel:observed"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:smr-priority-gene"", ""alignment_status:id-consistent""]",boolean,0,false,,pgc:glutamatergic-prioritized-genes,1,ENSG00000183454,GRIN2A
alignment:grin2a|pgc|pgc.criterion.smr-priority-gene|uncertainty|1,alignment:grin2a,GRIN2A,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.criterion.smr-priority-gene,prioritization_criterion,uncertainty,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:smr-priority-gene"", ""alignment_status:id-consistent"", ""uncertainty_level:low""]",number,0.2,low,"{""reason"": ""cross_source_entity_id_consistent"", ""related_channel"": ""observed""}",pgc:glutamatergic-prioritized-genes,1,ENSG00000183454,GRIN2A
alignment:grin2a|pgc|pgc.criterion.smrpsych|observed|1,alignment:grin2a,GRIN2A,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.criterion.smrpsych,prioritization_criterion,observed,"[""channel:observed"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:smrpsych"", ""alignment_status:id-consistent""]",boolean,0,false,,pgc:glutamatergic-prioritized-genes,1,ENSG00000183454,GRIN2A
alignment:grin2a|pgc|pgc.criterion.smrpsych|uncertainty|1,alignment:grin2a,GRIN2A,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.criterion.smrpsych,prioritization_criterion,uncertainty,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:smrpsych"", ""alignment_status:id-consistent"", ""uncertainty_level:low""]",number,0.2,low,"{""reason"": ""cross_source_entity_id_consistent"", ""related_channel"": ""observed""}",pgc:glutamatergic-prioritized-genes,1,ENSG00000183454,GRIN2A
alignment:grin2a|pgc|pgc.prioritised|observed|1,alignment:grin2a,GRIN2A,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.prioritised,prioritization_summary,observed,"[""channel:observed"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent""]",boolean,1,true,,pgc:glutamatergic-prioritized-genes,1,ENSG00000183454,GRIN2A
alignment:grin2a|pgc|pgc.prioritised|uncertainty|1,alignment:grin2a,GRIN2A,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.prioritised,prioritization_summary,uncertainty,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent"", ""uncertainty_level:low""]",number,0.2,low,"{""reason"": ""cross_source_entity_id_consistent"", ""related_channel"": ""observed""}",pgc:glutamatergic-prioritized-genes,1,ENSG00000183454,GRIN2A
alignment:grin2a|pgc|pgc.priority_index_snp_count|observed|1,alignment:grin2a,GRIN2A,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.priority_index_snp_count,index_snp_summary,observed,"[""channel:observed"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent""]",integer,1,,,pgc:glutamatergic-prioritized-genes,1,ENSG00000183454,GRIN2A
alignment:grin2a|pgc|pgc.priority_index_snp_count|uncertainty|1,alignment:grin2a,GRIN2A,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.priority_index_snp_count,index_snp_summary,uncertainty,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent"", ""uncertainty_level:low""]",number,0.2,low,"{""reason"": ""cross_source_entity_id_consistent"", ""related_channel"": ""observed""}",pgc:glutamatergic-prioritized-genes,1,ENSG00000183454,GRIN2A
alignment:grin2a|pgc|pgc.priority_index_snps|observed|1,alignment:grin2a,GRIN2A,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.priority_index_snps,index_snp_summary,observed,"[""channel:observed"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent""]",json,,,"[""rs9926049""]",pgc:glutamatergic-prioritized-genes,1,ENSG00000183454,GRIN2A
